slug,type,domain,occurrence_or_deadline_ddmmyyyy,status,error
will-ali-khamenei-be-the-next-leader-out-before-2027,2,politics,31/12/2026,ok,
will-the-us-strike-mexico-next-778,2,politics,31/12/2026,ok,
will-mahmoud-abbas-be-the-next-leader-out-before-2027-636,2,politics,31/12/2026,ok,
will-the-us-strike-nigeria-next-524,2,politics,31/12/2026,ok,
will-the-us-strike-somalia-next-113,2,politics,31/12/2026,ok,
will-robert-f-kennedy-jr-be-the-first-to-leave-the-trump-cabinet-before-2027-285,2,politics,31/12/2026,ok,
will-han-duck-soo-be-sentenced-to-prison-before-2027,2,politics,31/12/2026,ok,
will-the-us-strike-nigeria-next-535,2,politics,31/12/2026,ok,
will-the-us-strike-cuba-next-519,2,politics,31/12/2026,ok,
will-the-us-strike-cuba-nex,2,politics,31/12/2026,ok,
will-the-us-strike-iran-next-884,2,politics,31/12/2026,ok,
will-pete-hegseth-be-the-first-to-leave-the-trump-cabinet-before-2027-657,2,politics,31/12/2026,ok,
will-the-us-strike-mexico-next-652,2,politics,31/12/2026,ok,
will-the-us-strike-somalia-next-626,2,politics,31/12/2026,ok,
will-the-us-strike-iran-next-227,2,politics,31/12/2026,ok,
duplicate-will-pam-bondi-be-the-first-to-leave-the-trump-cabinet-before-2027,2,politics,31/12/2026,ok,
will-the-us-strike-yemen-next-667,2,politics,31/12/2026,ok,
duplicate-will-pete-hegseth-be-the-first-to-leave-the-trump-cabinet-before-2027,2,politics,31/12/2026,ok,
will-the-us-strike-nigeria-next-322,2,politics,31/12/2026,ok,
will-the-us-strike-iraq-next-118,2,politics,31/12/2026,ok,
will-the-us-strike-cuba-next-646,2,politics,31/12/2026,ok,
duplicate-will-doug-burgum-be-the-first-to-leave-the-trump-cabinet-before-2027,2,politics,31/12/2026,ok,
duplicate-will-doug-collins-be-the-first-to-leave-the-trump-cabinet-before-2027,2,politics,31/12/2026,ok,
will-the-us-strike-venezuela-next-756,2,politics,31/12/2026,ok,
will-warner-bros-discovery-be-acquired-before-2027-737,2,finance,31/12/2026,ok,
will-oliver-glasner-be-the-next-chelsea-manager,2,sports,31/12/2026,ok,
will-the-us-strike-iran-next-784,2,politics,31/12/2026,ok,
will-brooke-rollins-be-the-first-to-leave-the-trump-cabinet-before-2027-718,2,politics,31/12/2026,ok,
duplicate-will-russell-t-vought-be-the-first-to-leave-the-trump-cabinet-before-2027,2,politics,31/12/2026,ok,
us-strike-on-cuba-by-january-31,2,politics,31/01/2024,ok,
duplicate-will-howard-lutnick-be-the-first-to-leave-the-trump-cabinet-before-2027,2,politics,31/12/2026,ok,
will-russell-t-vought-be-the-first-to-leave-the-trump-cabinet-before-2027-428,2,politics,31/12/2026,ok,
will-lori-chavez-deremer-be-the-first-to-leave-the-trump-cabinet-before-2027-629,2,politics,31/12/2026,ok,
will-the-us-strike-0-countries-in-2026,2,politics,31/12/2026,ok,
will-the-us-strike-venezuela-next-632,2,politics,31/12/2026,ok,
will-call-of-duty-black-ops-7-have-a-metascore-greater-than-85,2,misc,31/12/2026,ok,
will-sbastien-lecornu-be-the-next-leader-out-before-2027,2,politics,31/12/2026,ok,
will-donald-trump-visit-iowa-in-2026,2,politics,31/12/2026,ok,
duplicate-will-susie-wiles-be-the-first-to-leave-the-trump-cabinet-before-2027,2,politics,31/12/2026,ok,
will-linda-mcmahon-be-the-first-to-leave-the-trump-cabinet-before-2027-163,2,politics,31/12/2026,ok,
will-aap-rocky-release-an-album-in-2026,2,misc,31/12/2026,ok,
will-the-us-strike-cuba-next-975,2,politics,31/12/2026,ok,
will-benjamin-netanyahu-be-the-next-leader-out-before-2027,2,politics,31/12/2026,ok,
will-the-us-strike-yemen-next-277,2,politics,31/12/2026,ok,
will-the-us-strike-yemen-next-966,2,politics,31/12/2026,ok,
duplicate-will-lori-chavez-deremer-be-the-first-to-leave-the-trump-cabinet-before-2027,2,politics,31/12/2026,ok,
will-the-us-strike-colombia-next-987,2,politics,31/12/2026,ok,
will-the-maduro-regime-survive-a-us-military-engagement,2,politics,31/12/2025,ok,
will-donald-trump-visit-switzerland-in-2026,2,politics,31/12/2026,ok,
america-party-candidate-on-a-federal-or-gubernatorial-ballot-in-2025,2,politics,31/12/2025,ok,
cfb-2025-26-davey-obrien-award-winner-marcel-reed-winner,2,sports,31/12/2026,ok,
cfb-2025-26-davey-obrien-award-winner-josh-hoover-winner,2,sports,31/12/2026,ok,
cfb-2025-26-davey-obrien-award-winner-lanorris-sellers-winner,2,sports,31/12/2026,ok,
cfb-2025-26-davey-obrien-award-winner-luke-altmyer-winner,2,sports,31/12/2026,ok,
cfb-2025-26-davey-obrien-award-winner-devon-dampier-winner,2,sports,31/12/2026,ok,
cfb-2025-26-biletnikoff-award-winner-germie-bernard-winner,2,sports,31/12/2026,ok,
cfb-2025-26-davey-obrien-award-winner-gunner-stockton-winner,2,sports,31/12/2026,ok,
cfb-2025-26-davey-obrien-award-winner-blake-horvath-winner,2,sports,31/12/2026,ok,
cfb-2025-26-davey-obrien-award-winner-cade-klubnik-winner,2,sports,31/12/2026,ok,
cfb-2025-26-davey-obrien-award-winner-kevin-jennings-winner,2,sports,31/12/2026,ok,
cfb-2025-26-davey-obrien-award-winner-avery-johnson-winner,2,sports,31/12/2026,ok,
cfb-2025-26-davey-obrien-award-winner-julian-sayin-winner,2,sports,31/12/2026,ok,
cfb-2025-26-biletnikoff-award-winner-chris-brazzell-ii-winner,2,sports,31/12/2026,ok,
cfb-2025-26-davey-obrien-award-winner-john-mateer-winner,2,sports,31/12/2026,ok,
cfb-2025-26-davey-obrien-award-winner-cj-bailey-winner,2,sports,31/12/2026,ok,
cfb-2025-26-doak-walker-award-winner-bo-jackson-winner,2,sports,31/12/2026,ok,
cfb-2025-26-doak-walker-award-winner-hollywood-smothers-winner,2,sports,31/12/2026,ok,
cfb-2025-26-biletnikoff-award-winner-makai-lemon-winner,2,sports,31/12/2026,ok,
cfb-2025-26-davey-obrien-award-winner-thomas-castellanos-winner,2,sports,31/12/2026,ok,
cfb-2025-26-davey-obrien-award-winner-haynes-king-winner,2,sports,31/12/2026,ok,
cfb-2025-26-davey-obrien-award-winner-sawyer-robertson-winner,2,sports,31/12/2026,ok,
cfb-2025-26-davey-obrien-award-winner-miles-o-neill-winner,2,sports,31/12/2026,ok,
cfb-2025-26-davey-obrien-award-winner-garrett-nussmeier-winner,2,sports,31/12/2026,ok,
cfb-2025-26-davey-obrien-award-winner-beau-pribula-winner,2,sports,31/12/2026,ok,
cfb-2025-26-davey-obrien-award-winner-darian-mensah-winner,2,sports,31/12/2026,ok,
cfb-2025-26-davey-obrien-award-winner-nico-iamaleava-winner,2,sports,31/12/2026,ok,
cfb-2025-26-davey-obrien-award-winner-dj-lagway-winner,2,sports,31/12/2026,ok,
cfb-2025-26-davey-obrien-award-winner-sam-leavitt-winner,2,sports,31/12/2026,ok,
cfb-2025-26-davey-obrien-award-winner-dante-moore-winner,2,sports,31/12/2026,ok,
cfb-2025-26-doak-walker-award-winner-bryson-washington-winner,2,sports,31/12/2026,ok,
cfb-2025-26-biletnikoff-award-winner-ryan-williams-winner,2,sports,31/12/2026,ok,
cfb-2025-26-biletnikoff-award-winner-jeremiah-smith-winner,2,sports,31/12/2026,ok,
cfb-2025-26-doak-walker-award-winner-justice-haynes-winner,2,sports,31/12/2026,ok,
cfb-2025-26-doak-walker-award-winner-kewan-lacy-winner,2,sports,31/12/2026,ok,
cfb-2025-26-davey-obrien-award-winner-kyron-drones-winner,2,sports,31/12/2026,ok,
cfb-2025-26-davey-obrien-award-winner-mark-gronowski-winner,2,sports,31/12/2026,ok,
cfb-2025-26-davey-obrien-award-winner-demond-williams-jr-winner,2,sports,31/12/2026,ok,
cfb-2025-26-davey-obrien-award-winner-jalon-daniels-winner,2,sports,31/12/2026,ok,
cfb-2025-26-davey-obrien-award-winner-gio-lopez-winner,2,sports,31/12/2026,ok,
cfb-2025-26-davey-obrien-award-winner-arch-manning-winner,2,sports,31/12/2026,ok,
cfb-2025-26-doak-walker-award-winner-ahmad-hardy-winner,2,sports,31/12/2026,ok,
cfb-2025-26-doak-walker-award-winner-emmett-johnson-winner,2,sports,31/12/2026,ok,
cfb-2025-26-davey-obrien-award-winner-drew-allar-winner,2,sports,31/12/2026,ok,
cfb-2025-26-biletnikoff-award-winner-elijah-sarratt-winner,2,sports,31/12/2026,ok,
cfb-2025-26-biletnikoff-award-winner-omar-cooper-winner,2,sports,31/12/2026,ok,
cfb-2025-26-davey-obrien-award-winner-diego-pavia-winner,2,sports,31/12/2026,ok,
cfb-2025-26-davey-obrien-award-winner-carson-beck-winner,2,sports,31/12/2026,ok,
will-bernie-endorse-omar-fateh-in-minneapolis-mayor-for-nov-3-2026-et,2,politics,02/11/2026,ok,
will-trump-endorse-lindsey-graham-for-sc-sen-by-nov-2-2026-et,2,politics,01/11/2026,ok,
will-trump-endorse-winsome-earle-sears-for-va-gov-by-nov-2-2025-et,2,politics,01/11/2025,ok,
will-there-be-no-us-government-shutdown-by-january-31-and-will-the-democratic-party-win-the-house-in-2026,2,politics,31/01/2026,ok,
will-aca-premium-tax-credits-be-extended-and-will-the-republican-party-win-the-house-in-2026,2,politics,31/12/2025,ok,
will-there-be-no-us-government-shutdown-by-january-31-and-will-the-republican-party-win-the-house-in-2026,2,politics,31/01/2026,ok,
will-aca-premium-tax-credits-be-extended-and-will-the-democratic-party-win-the-house-in-2026,2,politics,31/12/2025,ok,
will-any-state-eliminate-mail-in-votingvoting-machines-in-the-2026-midterm-elections,2,politics,31/12/2025,ok,
will-graham-platner-drop-out-of-maine-senate-race-by-december-31,2,politics,31/12/2025,ok,
will-mike-soetaert-be-the-democratic-nominee-for-senate-in-kansas,2,politics,31/12/2026,ok,
will-christy-davis-be-the-democratic-nominee-for-senate-in-kansas-517,2,politics,31/12/2026,ok,
will-sandy-spidel-neumann-be-the-democratic-nominee-for-senate-in-kansas-518,2,politics,31/12/2026,ok,
will-erik-murray-be-the-democratic-nominee-for-senate-in-kansas,2,politics,31/12/2026,ok,
will-anne-parelkar-be-the-democratic-nominee-for-senate-in-kansas-893,2,politics,31/12/2026,ok,
will-marcus-freeman-be-the-next-permanent-head-coach-of-the-university-of-michigan-football-team,2,sports,01/08/2026,ok,
will-matt-patricia-be-the-next-permanent-head-coach-of-the-university-of-michigan-football-team,2,sports,01/08/2026,ok,
will-mike-elko-be-the-next-permanent-head-coach-of-the-university-of-michigan-football-team,2,sports,01/08/2026,ok,
will-manny-diaz-be-the-next-permanent-head-coach-of-the-university-of-michigan-football-team,2,sports,01/08/2026,ok,
will-biff-poggi-be-the-next-permanent-head-coach-of-the-university-of-michigan-football-team,2,sports,01/08/2026,ok,
will-jay-harbaugh-be-the-next-permanent-head-coach-of-the-university-of-michigan-football-team,2,sports,01/08/2026,ok,
will-kenny-dillingham-be-the-next-permanent-head-coach-of-the-university-of-michigan-football-team,2,sports,01/08/2026,ok,
will-pj-fleck-be-the-next-permanent-head-coach-of-the-university-of-michigan-football-team,2,sports,01/08/2026,ok,
will-kyle-whittingham-be-the-next-permanent-head-coach-of-the-university-of-michigan-football-team,2,sports,01/08/2026,ok,
will-brian-kelly-be-the-next-permanent-head-coach-of-the-university-of-michigan-football-team,2,sports,01/08/2026,ok,
will-kalen-deboer-be-the-next-permanent-head-coach-of-the-university-of-michigan-football-team,2,sports,01/08/2026,ok,
will-jon-gruden-be-the-next-permanent-head-coach-of-the-university-of-michigan-football-team,2,sports,01/08/2026,ok,
will-lance-leipold-be-the-next-permanent-head-coach-of-the-university-of-michigan-football-team,2,sports,01/08/2026,ok,
will-clark-lea-be-the-next-permanent-head-coach-of-the-university-of-michigan-football-team,2,sports,01/08/2026,ok,
will-brian-daboll-be-the-next-permanent-head-coach-of-the-university-of-michigan-football-team,2,sports,01/08/2026,ok,
will-chris-kleiman-be-the-next-permanent-head-coach-of-the-university-of-michigan-football-team,2,sports,01/08/2026,ok,
will-lincoln-riley-be-the-next-permanent-head-coach-of-the-university-of-michigan-football-team,2,sports,01/08/2026,ok,
will-jesse-minter-be-the-next-permanent-head-coach-of-the-university-of-michigan-football-team,2,sports,01/08/2026,ok,
will-jeff-brohm-be-the-next-permanent-head-coach-of-the-university-of-michigan-football-team,2,sports,01/08/2026,ok,
will-joe-brady-be-the-next-permanent-head-coach-of-the-university-of-michigan-football-team,2,sports,01/08/2026,ok,
will-eliah-drinkwitz-be-the-next-permanent-head-coach-of-the-university-of-michigan-football-team,2,sports,01/08/2026,ok,
will-jedd-fisch-be-the-next-permanent-head-coach-of-the-university-of-michigan-football-team,2,sports,01/08/2026,ok,
will-the-greenleftlabour-party-alliance-win-the-fourth-most-seats-in-the-2025-netherlands-parliamentary-election-288,2,politics,31/07/2026,ok,
will-democrats-66-win-the-most-seats-in-the-2025-netherlands-parliamentary-election,2,politics,31/07/2026,ok,
will-volt-netherlands-win-the-most-seats-in-the-2025-netherlands-parliamentary-election,2,politics,31/07/2026,ok,
will-the-farmercitizen-movement-win-the-most-seats-in-the-2025-netherlands-parliamentary-election,2,politics,31/07/2026,ok,
will-groenlinkspvda-win-2628-seats-in-the-2025-netherlands-parliamentary-election,2,politics,31/07/2026,ok,
will-the-denk-win-the-second-most-seats-in-the-2025-netherlands-parliamentary-election,2,politics,31/07/2026,ok,
will-the-peoples-party-for-freedom-and-democracy-win-the-fourth-most-seats-in-the-2025-netherlands-parliamentary-election-192,2,politics,31/07/2026,ok,
will-the-volt-netherlands-win-the-third-most-seats-in-the-2025-netherlands-parliamentary-election-457,2,politics,31/07/2026,ok,
will-the-christian-democratic-appeal-win-the-second-most-seats-in-the-2025-netherlands-parliamentary-election,2,politics,31/07/2026,ok,
will-the-christian-union-win-the-fourth-most-seats-in-the-2025-netherlands-parliamentary-election-353,2,politics,31/07/2026,ok,
will-forum-for-democracy-win-the-most-seats-in-the-2025-netherlands-parliamentary-election,2,politics,31/07/2026,ok,
will-the-socialist-party-win-the-second-most-seats-in-the-2025-netherlands-parliamentary-election,2,politics,31/07/2026,ok,
will-peoples-party-for-freedom-and-democracy-win-the-most-seats-in-the-2025-netherlands-parliamentary-election,2,politics,31/07/2026,ok,
will-the-reformed-political-party-win-the-most-seats-in-the-2025-netherlands-parliamentary-election,2,politics,31/07/2026,ok,
will-groenlinkspvda-win-29-or-more-seats-in-the-2025-netherlands-parliamentary-election,2,politics,31/07/2026,ok,
will-the-ja21-win-the-second-most-seats-in-the-2025-netherlands-parliamentary-election,2,politics,31/07/2026,ok,
will-a-new-cabinet-of-the-netherlands-be-sworn-in-by-december-31-2025,2,politics,31/12/2025,ok,
will-the-socialist-party-win-the-most-seats-in-the-2025-netherlands-parliamentary-election,2,politics,31/07/2026,ok,
will-the-christian-democratic-appeal-win-the-third-most-seats-in-the-2025-netherlands-parliamentary-election-369,2,politics,31/07/2026,ok,
will-groenlinkspvda-win-2325-seats-in-the-2025-netherlands-parliamentary-election,2,politics,31/07/2026,ok,
will-the-volt-netherlands-win-the-second-most-seats-in-the-2025-netherlands-parliamentary-election,2,politics,31/07/2026,ok,
will-the-reformed-political-party-win-the-third-most-seats-in-the-2025-netherlands-parliamentary-election-963,2,politics,31/07/2026,ok,
will-the-farmercitizen-movement-win-the-second-most-seats-in-the-2025-netherlands-parliamentary-election,2,politics,31/07/2026,ok,
will-the-reformed-political-party-win-the-fourth-most-seats-in-the-2025-netherlands-parliamentary-election-294,2,politics,31/07/2026,ok,
will-the-farmercitizen-movement-win-the-third-most-seats-in-the-2025-netherlands-parliamentary-election-847,2,politics,31/07/2026,ok,
will-the-volt-netherlands-win-the-fourth-most-seats-in-the-2025-netherlands-parliamentary-election-488,2,politics,31/07/2026,ok,
will-new-social-contract-win-the-most-seats-in-the-2025-netherlands-parliamentary-election,2,politics,31/07/2026,ok,
will-the-conservative-liberals-win-the-most-seats-in-the-2025-netherlands-parliamentary-election,2,politics,31/07/2026,ok,
will-cda-win-28-or-more-seats-in-the-2025-netherlands-parliamentary-election,2,politics,31/07/2026,ok,
will-a-new-cabinet-of-the-netherlands-be-sworn-in-by-november-30-2025,2,politics,30/11/2025,ok,
will-pvv-win-2729-seats-in-the-2025-netherlands-parliamentary-election,2,politics,31/07/2026,ok,
will-the-party-for-freedom-win-the-second-most-seats-in-the-2025-netherlands-parliamentary-election,2,politics,31/07/2026,ok,
will-cda-win-2527-seats-in-the-2025-netherlands-parliamentary-election,2,politics,31/07/2026,ok,
will-cda-win-2224-seats-in-the-2025-netherlands-parliamentary-election,2,politics,31/07/2026,ok,
will-the-forum-for-democracy-win-the-second-most-seats-in-the-2025-netherlands-parliamentary-election,2,politics,31/07/2026,ok,
will-greenleftlabour-win-the-most-seats-in-the-2025-netherlands-parliamentary-election,2,politics,31/07/2026,ok,
will-cda-win-21-or-fewer-seats-in-the-2025-netherlands-parliamentary-election,2,politics,31/07/2026,ok,
will-the-party-for-the-animals-win-the-third-most-seats-in-the-2025-netherlands-parliamentary-election-538,2,politics,31/07/2026,ok,
will-the-christian-democratic-appeal-win-the-fourth-most-seats-in-the-2025-netherlands-parliamentary-election-991,2,politics,31/07/2026,ok,
will-the-new-social-contract-win-the-third-most-seats-in-the-2025-netherlands-parliamentary-election-784,2,politics,31/07/2026,ok,
will-the-forum-for-democracy-win-the-third-most-seats-in-the-2025-netherlands-parliamentary-election-714,2,politics,31/07/2026,ok,
will-the-reformed-political-party-win-the-second-most-seats-in-the-2025-netherlands-parliamentary-election,2,politics,31/07/2026,ok,
will-the-greenleftlabour-party-alliance-win-the-second-most-seats-in-the-2025-netherlands-parliamentary-election,2,politics,31/07/2026,ok,
will-the-party-for-freedom-win-the-most-seats-in-the-2025-netherlands-parliamentary-election,2,politics,31/07/2026,ok,
will-party-g-win-the-third-most-seats-in-the-2025-netherlands-parliamentary-election-544,2,politics,31/07/2026,ok,
will-the-forum-for-democracy-win-the-fourth-most-seats-in-the-2025-netherlands-parliamentary-election-493,2,politics,31/07/2026,ok,
will-the-denk-win-the-third-most-seats-in-the-2025-netherlands-parliamentary-election-945,2,politics,31/07/2026,ok,
will-the-party-for-the-animals-win-the-fourth-most-seats-in-the-2025-netherlands-parliamentary-election-381,2,politics,31/07/2026,ok,
will-denk-win-the-most-seats-in-the-2025-netherlands-parliamentary-election,2,politics,31/07/2026,ok,
will-pvv-win-26-or-fewer-seats-in-the-2025-netherlands-parliamentary-election,2,politics,31/07/2026,ok,
will-party-g-win-the-fourth-most-seats-in-the-2025-netherlands-parliamentary-election-574,2,politics,31/07/2026,ok,
will-peru-win-the-2026-fifa-world-cup-981,2,sports,13/10/2026,ok,
uniswap-protocol-fee-switch-enabled-by-june-30,2,finance,30/06/2026,ok,
monad-market-cap-fdv-5b-one-day-after-launch,2,finance,30/06/2026,ok,
will-infinex-launch-a-token-by-june-30-2026-316-218,2,finance,30/06/2026,ok,
monad-market-cap-fdv-10b-one-day-after-launch-112-842-142,2,finance,30/06/2026,ok,
monad-market-cap-fdv-12b-one-day-after-launch-358-193-335,2,finance,30/06/2026,ok,
will-the-wnba-and-wnbpa-sign-a-new-cba-by-jan-31-2026,2,sports,31/01/2026,ok,
apple-airtags-2-priced-below-30-usd-at-release,2,misc,30/06/2026,ok,
cl-hit-56-high-jun-2026,2,finance,30/06/2026,ok,
cl-hit-65-high-jun-2026,2,finance,30/06/2026,ok,
cl-hit-60-high-jun-2026,2,finance,30/06/2026,ok,
gc-hit-5000-high-jun-2026-321-732-279-191,2,finance,30/06/2026,ok,
si-hit-75-low-jun-2026-222-317-583-746-694,2,finance,30/06/2026,ok,
si-hit-90-high-jun-2026-238-875-647-761-841,2,finance,30/06/2026,ok,
gc-hit-5000-low-jun-2026-957-887-636-399,2,finance,30/06/2026,ok,
gc-hit-4800-low-jun-2026-225-547-234-457,2,finance,30/06/2026,ok,
gc-hit-4400-low-jun-2026-725-193-416-469,2,finance,30/06/2026,ok,
